Title,Author_Id,Year,Citation_Count
Automated Assessment of Loss of Consciousness Using Whisker And Paw Movements During Anesthetic Dosing in Head-Fixed Rodents,2870,2018,1
Neurophotonic strategies for observing and controlling neural circuits,2870,2018,0
Adaptive Fluidic Microoptics for Single Cell Optogenetics*,2870,2017,0
Scaling models for microfabricated in vivo neural recording technologies,2870,2017,1
Heterogeneous neural amplifier integration for scalable extracellular microelectrodes,2870,2016,3
Optogenetics: Molecular and Optical Tools for Controlling Life with Light,2870,2013,0
Synthetic Physiology,2870,2011,10
Towards optogenetic sensory replacement,2870,2011,3
Prosthetic systems for therapeutic optical activation and silencing of genetically targeted neurons,2870,2008,15
Keynote Speaker: Emery N. Brown,2845,2020,0
Detecting Loss and Regain of Consciousness during Propofol Anesthesia using Multimodal Indices of Autonomic State,2845,2020,1
Multimodal vs Unimodal Estimation of Sympathetic-Driven Arousal States,2845,2020,0
Controlling Level of Unconsciousness by Titrating Propofol with Deep Reinforcement Learning,2845,2020,0
Analyzing Transitions in Anesthesia by Multimodal Characterization of Autonomic State,2845,2020,1
A state-space model for dynamic functional connectivity,2845,2019,0
Smoother Adaptive Parametric Spectrograms: An Application to EEG Under General Anesthesia,2845,2019,0
A Systematic Method for Preprocessing and Analyzing Electrodermal Activity,2845,2019,4
A hidden semi-Markov model for estimating burst suppression EEG,2845,2019,0
State-Space Global Coherence to Estimate the Spatio-Temporal Dynamics of the Coordinated Brain Activity,2845,2019,1
Automated Assessment of Loss of Consciousness Using Whisker And Paw Movements During Anesthetic Dosing in Head-Fixed Rodents,2845,2018,1
A Point Process Characterization Of Electrodermal Activity,2845,2018,6
Plenary Sessions,2845,2018,0
A Smoother State Space Multitaper Spectrogram,2845,2018,0
Pharmacodynamic modeling of propofol-induced general anesthesia in young adults,2845,2017,2
"Design, implementation, and evaluation of a physiological closed-loop control device for medically-induced coma",2845,2017,1
Automated ovarian follicular monitoring: A novel real-time approach,2845,2017,0
Sparse spectral estimation from point process observations,2845,2017,0
An open-source tool for the transcription of paper-spreadsheet data: Code and supplemental materials available online: Https://github.com/deskool/images to spreadsheets,2845,2017,0
Characterization of fear conditioning and fear extinction by analysis of electrodermal activity,2845,2015,16
Estimating a dynamic state to relate neural spiking activity to behavioral signals during cognitive tasks,2845,2015,2
Spatial variation in automated burst suppression detection in pharmacologically induced coma,2845,2015,1
An enhanced cerebral recovery index for coma prognostication following cardiac arrest,2845,2015,2
Neural spike train denoising by point process re-weighted iterative smoothing,2845,2014,1
Diffuse Optical Spectroscopy Measurement Of Cerebral Hemodynamics And Oxygen Metabolism During Anesthesia-Induced Burst Suppression In Rats,2845,2014,1
The effect of microstructure on Rayleigh-Taylor instability growth in solids,2845,2014,1
Three-dimensional characterisation and simulation of deformation and damage during Taylor impact in PTFE,2845,2014,0
Effect of shock wave duration on dynamic failure of tungsten heavy alloy,2845,2014,0
Real-time segmentation and tracking of brain metabolic state in ICU EEG recordings of burst suppression,2845,2013,2
Reference-free harmonic regression technique to remove EEG-fMRI ballistocardiogram artifacts,2845,2013,1
Biophysical modeling of alpha rhythms during halothane-induced unconsciousness,2845,2013,1
A brain-machine interface for control of burst suppression in medical coma,2845,2013,1
The effect of different spectro-temporal representations of an input auditory stimulus on the fitting of a point process model of auditory neurons,2845,2012,1
Beamforming approach to phase-amplitude modulation analysis of multi-channel EEG,2845,2012,1
A fast iterative greedy algorithm for MEG source localization,2845,2012,1
Monitoring heartbeat nonlinear dynamics during general anesthesia by using the instantaneous dominant Lyapunov exponent,2845,2012,3
A spatially-regularized dynamic source localization algorithm for EEG,2845,2012,1
Correcting for serial dependence in studies of respiratory dynamics,2845,2011,1
The relative importance in the auditory nerve spiking of a neuron&#39;s internal dynamics versus an external input stimulus,2845,2011,1
A state-space model of the burst suppression ratio,2845,2011,6
Instantaneous assessment of autonomic cardiovascular control during general anesthesia,2845,2011,0
Bayesian analysis of trinomial data in behavioral experiments and its application to human studies of general anesthesia,2845,2011,4
Robust time-varying multivariate coherence estimation: Application to electroencephalogram recordings during general anesthesia,2845,2011,2
Assessing neuronal interactions of cell assemblies during general anesthesia,2845,2011,3
Modeling two-photon calcium fluorescence of episodic V1 recordings using multifrequency analysis,2845,2011,0
Point-process analysis of neural spiking activity of muscle spindles recorded from thin-film longitudinal intrafascicular electrodes,2845,2011,2
Phase-based measures of cross-frequency coupling in brain electrical dynamics under general anesthesia,2845,2011,14
A feedback control model for cortisol secretion,2845,2011,8
A general statistical framework for assessing Granger causality,2845,2010,7
Hierarchical Bayesian modeling of inter-trial variability and variational Bayesian learning of common spatial patterns from multichannel EEG,2845,2010,5
A parallel point-process filter for estimation of goal-directed movements from neural signals,2845,2010,13
Variational Bayesian inference for point process generalized linear models in neural spike trains analysis,2845,2010,6
A state space approach to multimodal integration of simultaneously recorded EEG and fMRI,2845,2010,1
The Fitzhugh-Nagumo model: Firing modes with time-varying parameters &amp; parameter estimation,2845,2010,7
Assessment of lower extremity motor adaptation via an extension of the Force Field Adaptation Paradigm,2845,2010,5
Point process time-frequency analysis of respiratory sinus arrhythmia under altered respiration dynamics,2845,2010,4
Theme keynote lecture,2845,2010,0
A differential autoregressive modeling approach within a point process framework for non-stationary heartbeat intervals analysis,2845,2010,3
Psychophysiological signals associated with affective states,2845,2010,21
A statistical model for multiphoton calcium imaging of the brain,2845,2009,0
A probabilistic framework for learning robust common spatial patterns,2845,2009,14
Linear and nonlinear quantification of respiratory sinus arrhythmia during propofol general anesthesia,2845,2009,0
State-space analysis on time-varying correlations in parallel spike sequences,2845,2009,8
Assessment of baroreflex control of heart rate during general anesthesia using a point process method,2845,2009,4
A unified point process framework for assessing heartbeat dynamics and cardiovascular control,2845,2009,1
Using point process models to determine the impact of visual cues on basal ganglia activity and behavior of Parkinson&#39;s patients,2845,2009,1
A regularized point process generalized linear model for assessing the functional connectivity in the cat motor cortex,2845,2009,0
Interaction between heart rate variability and respiration in preterm infants,2845,2008,1
Assessment of hippocampal and autonomic neural activity by point process models,2845,2008,0
Modeling neural spiking activity in the sub-thalamic nucleus of Parkinsonâs patients and a healthy primate,2845,2008,2
A point process approach to assess dynamic baroreflex gain,2845,2008,2
A study of probabilistic models for characterizing human heart beat dynamics in autonomic blockade control,2845,2008,1
Mixed observation filtering for neural data,2845,2008,3
State-space modeling of neural signals,2845,2008,0
Instantaneous frequency and amplitude modulation of EEG in the hippocampus reveals state dependent temporal structure,2845,2008,3
Characterizing nonlinear heartbeat dynamics within a point process framework,2845,2008,6
Prognostics and Health Management A Data-Driven Approach to Supporting the F-35 Lightning II,2845,2007,27
PARAMETER ESTIMATION AND DYNAMIC SOURCE LOCALIZATION FOR THE MAGNETOENCEPHALOGRAPHY (MEG) INVERSE PROBLEM,2845,2007,3
Dynamic models of neural spiking activity,2845,2007,0
A Combined fMRI and Heart Rate Variability Paradigm for Assessment of Central Autonomic Modulation,2845,2007,0
Signal Processing Algorithms to Decipher Brain Function,2845,2007,0
Correction of Erroneous and Ectopic Beats Using a Point Process Adaptive Algorithm,2845,2006,6
Large Scale Kalman Filtering Solutions to the Electrophysiological Source Localization Problem- A MEG Case Study,2845,2006,15
Automatic Quantitative Evaluation of Emotions in E-learning Applications,2845,2006,4
A Mixed Filter Algorithm for State Estimation from Simultaneously Recorded Continuous-Valued Point Process and Binary Observations,2845,2006,1
A Dynamic Solution to the Ill-Conditioned Magnetoencephalography (MEG) Source Localization Problem,2845,2006,1
Dynamic-goal state equations for tracking reaching movements using neural signals,2845,2006,4
Goal-directed state equation for tracking reaching movements using neural signals,2845,2005,6
Reconstruction of hand movement trajectories from a dynamic ensemble of spiking motor cortical neurons,2845,2004,11
FMRI signal modeling using laguerre polynomials,2845,2004,0
A Bayesian decoding algorithm for analysis of information encoding in neural ensembles,2845,2004,1
A point process adaptive filter for time-variant analysis of heart rate variability,2845,2004,1
Self-Supervised Feature Extraction for 3D Axon Segmentation,2860,2020,0
Active Learning Pipeline for Brain Mapping in a High Performance Computing Environment,2860,2020,0
Abstract PO-031: MetMap: A map of metastatic potential of human cancer cell lines,2860,2020,0
High-throughput Optical Investigation into Intact Murine Brains,2860,2018,0
Learning-based long-range axon tracing in dense scenes,2860,2018,3
High Throughput Multiscale Brain Imaging,2860,2017,0
Towards Holistic Imaging and Phenotyping of Intact Biological Systems,2860,2017,0
Automated dense neuronal fiber tracing and connectivity mapping at cellular level,2860,2017,1
Third harmonic generation imaging of intact human cerebral organoids to assess key components of early neurogenesis in Rett Syndrome (Conference Presentation),2860,2017,0
A cloud-based brain connectivity analysis tool,2860,2017,0
Definitive depolarization signatures in nanomedicine,2860,2017,0
The open connectome project data cluster: scalable analysis and vision for high-throughput neuroscience,2860,2013,18
A multimodal sensor system for automated marmoset behavioral analysis,2815,2016,2
Neural synchrony and selective attention,2815,2009,1
Prosthetic systems for therapeutic optical activation and silencing of genetically targeted neurons,2815,2008,15
Are Topographic Deep Convolutional Neural Networks Better Models of the Ventral Visual Stream?,2775,2019,0
Teacher Guided Architecture Search,2775,2019,0
Selective behavioral deficits from focal inactivation of primate inferior temporal (IT) cortex: a new quantitative constraint for models of core object recognition,2775,2018,0
Topographic Deep Artificial Neural Networks (TDANNs) predict face selectivity topography in primate inferior temporal (IT) cortex,2775,2018,1
Neural Population Control via Deep ANN Image Synthesis,2775,2018,1
Can Deep Neural Networks Rival Human Ability to Generalize in Core Object Recognition?,2775,2018,1
Linking image-by-image population dynamics in the macaque inferior temporal cortex to core object recognition behavior,2775,2018,0
Single fiber endoscopy for deep brain imaging,2775,2017,0
Mapping core similarity among visual objects across image modalities,2775,2014,0
Comparing state-of-the-art visual features on invariant object recognition tasks,2775,2011,26
How far can you get with a modern face recognition test set using only simple features?,2775,2009,113
Syntactic dependencies correspond to word pairs with high mutual information,23775,2019,2
Deformation-Invariant Sparse Coding for Modeling Spatial Variability of Functional Patterns in the Brain,23775,2012,0
Low-Power Circuits for Brain-Machine Interfaces,7550,2007,12
A multimodal sensor system for automated marmoset behavioral analysis,2825,2016,2
Plates&#39; parameters influence on the power transmission in an L-shaped plate system,2825,2014,0
Dynamic shift-map coding with side information at the decoder,16130,2012,1
Knowledge-Based Classification of Neuronal Fibers in Entire Brain,5895,2005,14
"Software Tool to Read, Represent, Manipulate, and Apply N-Dimensional Spatial Transforms",23875,2020,0
Pydra - a flexible and lightweight dataflow engine for scientific analyses,23875,2020,0
Neurophysiological Vocal Source Modeling for Biomarkers of Disease,23875,2016,2
Predicting Activation Across Individuals with Resting-State Functional Connectivity Based Multi-Atlas Label Fusion,23875,2015,11
Bijective mapping of arbitrary finite state machine,23875,2014,0
Predicting Treatment Response from Resting State fMRI Data: Comparison of Parcellation Approaches,23875,2013,1
A novel approach for identification of symmetric switching function,23875,2012,0
An Improvement of Linearization-Based Algebraic Attacks,23875,2011,2
Syntactic dependencies correspond to word pairs with high mutual information,4980,2019,2
Experiments with Generative Models for Dependency Tree Linearization,4980,2015,0
Sentence and Text Comprehension: Evidence from Human Language Processing,4980,2008,0
ILR-based MT comprehension test with multi-level questions,4980,2007,3
Measuring Human Readability of Machine Generated Text: Three Case Studies in Speech Recognition and Machine Translation,4980,2005,4
"Paragraph-, word-, and coherence-based approaches to sentence ranking: a comparison of algorithm and human performance",4980,2004,6
Representing discourse coherence: a corpus-based analysis,4980,2004,4
Subcellular electrode arrays for multisite recording of dopamine in vivo,2770,2017,0
Wearable wireless sensor platform for studying autonomic activity and social behavior in non-human primates,2770,2012,7
"Oscillations in the Basal Ganglia: The good, the bad, and the unexpected",2770,2005,24
Thalamic Modulation of Memory in Recurrent Networks,19205,2018,0
Control of Complex Objects: Challenges of Linear Internal Dynamics,5780,2020,0
Modulating hip stiffness with a robotic exoskeleton immediately changes gait,5780,2020,1
Transient Behavior and Predictability in Manipulating Complex Objects,5780,2020,0
Dynamic Primitives Facilitate Manipulating a Whip,5780,2020,0
Torque Estimation Using Neural Drive for a Concentric Contraction,5780,2020,0
Evidence for Dynamic Primitives in a Constrained Motion Task,5780,2020,0
Enhancing Robot-Environment Physical Interaction via Optimal Impedance Profiles,5780,2020,0
Overground gait patterns changed by modulating hip stiffness with a robotic exoskeleton *,5780,2020,0
Human-inspired balance model to account for foot-beam interaction mechanics,5780,2019,1
Dynamic Primitives in Human Manipulation of Non-Rigid Objects,5780,2019,0
Feasibility of Gait Entrainment to Hip Mechanical Perturbation for Locomotor Rehabilitation*,5780,2019,0
Stability and Predictability in Dynamically Complex Physical Interactions,5780,2018,3
Robot Controllers Compatible with Human Beam Balancing Behavior,5780,2018,2
High-speed X-ray analysis of liquid delivery during jet injection,5780,2017,1
Entrainment of Ankle-Actuated Walking Model to Periodic Perturbations via Leading Leg Angle Control,5780,2017,0
Controlling Physical Interactions: Humans Do Not Minimize Muscle Effort,5780,2017,1
Needle-free small-volume liquid injection system powered by a rotary actuator,5780,2017,0
Ampoule and nozzle development for needle-free injections,5780,2017,0
Visual perception of limb stiffness,5780,2017,1
Entrainment of overground human walking to mechanical perturbations at the ankle joint,5780,2016,1
Robot locomotion on hard and soft ground: Measuring stability and ground properties in-situ,5780,2016,11
Essential considerations for design and control of human-interactive robots,5780,2016,11
Compliant actuation for energy efficient impedance modulation,5780,2016,9
Jet injection of a monoclonal antibody: A preliminary study,5780,2015,2
"The MIT super mini cheetah: A small, low-cost quadrupedal robot for dynamic locomotion",5780,2015,11
The effect of jet shape on jet injection,5780,2015,1
Adaptive controller for a needle free jet-injector system,5780,2015,3
Coordinate sensitivity of variability analysis: A revised method to quantify covariation,5780,2014,0
Is estimation of Floquet multipliers of human walking valid?,5780,2014,0
High-speed X-ray imaging of needle-free jet injections,5780,2014,4
The effect of leg impedance on stability and efficiency in quadrupedal trotting,5780,2014,7
On the dynamics of a quadruped robot model with impedance control: Self-stabilizing high speed trot-running and period-doubling bifurcations,5780,2014,11
Investigation of human ankle mechanical impedance during locomotion using a wearable ankle robot,5780,2013,13
Needle-free interstitial fluid acquisition using a lorentz-force actuated jet injector,5780,2013,0
Ankle Mechanical Impedance Under Muscle Fatigue,5780,2013,0
Linear Time-Varying Identification of Ankle Mechanical Impedance During Human Walking,5780,2012,7
A simple bipedal walking model reproduces entrainment of human locomotion,5780,2012,0
Relationship between ankle stiffness structure and muscle activation,5780,2012,1
Intradermal needle-free powdered drug injection by a helium-powered device,5780,2012,0
A computational model of a controllable needle-free jet injector,5780,2012,5
Human control of dynamically complex objects,5780,2012,6
"Low-cost, flexible polymer arrays for long-term neuronal culture",5780,2012,2
Plenary lectures: Problems in neurosurgery â A rich environment for engineer,5780,2012,1
A novel characterization method to study multivariable joint mechanical impedance,5780,2012,5
Development of a lorentz-force actuated intravitreal jet injector,5780,2012,1
Modeling Dynamic Ankle Mechanical Impedance in Relaxed Muscle,5780,2011,3
Feasibility of entrainment with ankle mechanical perturbation to treat locomotor deficit of neurologically impaired patients,5780,2011,1
Static ankle impedance in stroke and multiple sclerosis: A feasibility study,5780,2011,0
Interpretation of the Directional Properties of Voluntarily Modulated Human Ankle Mechanical Impedance,5780,2010,2
Stochastic Estimation of the Multi-Variable Mechanical Impedance of the Human Ankle With Active Muscles,5780,2010,11
Quantitative Characterization of Steady-State Ankle Impedance With Muscle Activation,5780,2010,9
Feasibility of dynamic entrainment with ankle mechanical perturbation to treat locomotor deficit,5780,2010,0
Stochastic Estimation of Multi-Variable Human Ankle Mechanical Impedance,5780,2009,10
Directional Variation of Active and Passive Ankle Static Impedance,5780,2009,5
The Multi-Variable Torque-Displacement Relation at the Ankle,5780,2009,4
The Basin of Entrainment of Human Gait Under Mechanical Perturbation,5780,2008,1
Design of an Overground Interactive Therapeutic Robot for Rodents Recovering After Spinal Cord Injury,5780,2008,2
BIOMECHANICS AND ROBOTICS,5780,2007,0
"Design, Characterization, and Impedance Limits of a Hand Robot",5780,2007,13
Measurement of Human Ankle Stiffness Using the Anklebot,5780,2007,30
Delivery of Active Collagenase to Skin Using a Lorentz-Force Actuated Needle-Free Injector,5780,2006,2
A Portable Needle-free Jet Injector Based on a Custom High Power-density Voice-coil Actuator,5780,2006,14
A Lorentz-Force Actuated Autoloading Needle-free Injector,5780,2006,5
Relaxing Passivity for Human-Robot Interaction,5780,2006,19
Therapeutic Robotics: A Technology Push,5780,2006,73
Whole-Arm Rehabilitation Following Stroke: Hand Module,5780,2006,8
The Effect of Jet Parameters on Jet Injection,5780,2006,13
Stroke Rehabilitation: An Argument in Favor of a Robotic Gym,5780,2005,2
Functionally-Based Rehabilitation: Benefit or Buzzword?,5780,2005,1
Wrist Rehabilitation Following Stroke: Initial Clinical Results,5780,2005,23
"Close-Contact, Human-Interactive Technologies",5780,2005,0
Rehabilitation robotics: adapting robot behavior to suit patient needs and abilities,5780,2004,8
An ankle robot for a modular gait rehabilitation system,5780,2004,16
Are Topographic Deep Convolutional Neural Networks Better Models of the Ventral Visual Stream?,5915,2019,0
Why Are Face and Object Processing Segregated in the Human Brain? Testing Computational Hypotheses with Deep Convolutional Neural Networks,5915,2019,0
Rapid detection of social interactions in the human brain,5915,2018,0
Familiarity Affects Early Perceptual Stages of Face Processing,5915,2018,0
Evidence for an Intuitive Physics Engine in the Human Brain,5915,2018,0
Music selectivity in the cortex is independent of extensive musical training,5915,2018,0
Deformation-Invariant Sparse Coding for Modeling Spatial Variability of Functional Patterns in the Brain,5915,2012,0
Nonparametric hierarchical Bayesian model for functional brain parcellation,5915,2010,2
Discovering Structure in the Space of Activation Profiles in fMRI,5915,2008,1
Structural Supervision Improves Few-Shot Learning and Syntactic Generalization in Neural Language Models,16145,2020,0
Bridging Information-Seeking Human Gaze and Machine Reading Comprehension,16145,2020,0
Investigating Novel Verb Learning in BERT: Selectional Preference Classes and Alternation-Based Syntactic Generalization,16145,2020,0
STARC: Structured Annotations for Reading Comprehension,16145,2020,0
A Systematic Assessment of Syntactic Generalization in Neural Language Models,16145,2020,0
SyntaxGym: An Online Platform for Targeted Evaluation of Language Models,16145,2020,0
Cloze Distillation: Improving Neural Language Models with Human Next-Word Prediction,16145,2020,0
Representation of Constituents in Neural Language Models: Coordination Phrase as a Case Study,16145,2019,0
Linking artificial and human neural representations of language,16145,2019,2
Hierarchical Representation in Neural Language Models: Suppression and Recovery of Expectations,16145,2019,1
Language Learning and Processing in People and Machines,16145,2019,0
Structural Supervision Improves Learning of Non-Local Grammatical Dependencies,16145,2019,0
Neural language models as psycholinguistic subjects: Representations of syntactic state,16145,2019,0
What do RNN Language Models Learn about FillerâGap Dependencies?,16145,2018,4
Comparing Theories of Speaker Choice Using a Model of Classifier Production in Mandarin Chinese,16145,2018,1
Assessing Language Proficiency from Eye Movements in Reading,16145,2018,2
Comparing Models of Associative Meaning: An Empirical Investigation of Reference in Simple Language Games,16145,2018,0
Noisy-context surprisal as a human sentence processing cost model,16145,2017,4
Finding Non-Arbitrary Form-Meaning Systematicity Using String-Metric Learning for Kernel Regression,16145,2016,1
Nonparametric Learning of Phonological Constraints in Optimality Theory,16145,2014,1
A new approach to cross-modal multimedia retrieval,16145,2010,509
A model of local coherence effects in human sentence processing as consequences of updates from bottom-up prior to posterior beliefs,16145,2009,4
Minimal-length linearizations for mildly context-sensitive dependency trees,16145,2009,4
Correcting the Incorrect: Local Coherence Effects Modeled with Prior Belief Update,16145,2009,1
A noisy-channel model of rational human sentence comprehension under uncertain input,16145,2008,30
Environment Prototypicality in Syntactic Alternation,16145,2008,0
Solving logic puzzles: from robust processing to precise semantics,16145,2004,3
Deep dependencies from context-free statistical parsers: correcting the surface dependency approximation,16145,2004,11
Gen: a general-purpose probabilistic programming system with programmable inference,7300,2019,4
Incremental inference for probabilistic programs,7300,2018,2
Probabilistic programming with programmable inference,7300,2018,3
A design proposal for Gen: probabilistic programming with fast custom inference via code generation,7300,2018,2
Picture: A probabilistic programming language for scene perception,7300,2015,29
Markov chain algorithms: A template for building future robust low power systems,7300,2013,1
Self-supervised Audio-visual Co-segmentation,1030,2019,9
Auditory scene analysis as Bayesian inference in sound source models,1030,2018,2
Intuitive Physical Inference from Sound,1030,2018,0
Natural Sound Statistics Predict Auditory Grouping Principles,1030,2018,0
Auditory texture synthesis from task-optimized convolutional neural networks,1030,2018,0
Music selectivity in the cortex is independent of extensive musical training,1030,2018,0
The Sound of Pixels,1030,2018,26
Generative Modeling of Audible Shapes for Object Perception,1030,2017,7
Visually Indicated Sounds,1030,2016,79
Ambient Sound Provides Supervision for Visual Learning,1030,2016,49
Classifying soundtracks with audio texture features,1030,2011,21
Sound texture synthesis via filter statistics,1030,2009,14
Automatic methods for cortex-wide layer identification of electrophysiological signals reveals a cortical motif for the expression of neuronal rhythms,7680,2019,0
Pattern recognition of deep and superficial layers of the macaque brain using large-scale local field potentials,7680,2019,0
Representations of Sensory Signals and Abstract Categories in Brain Networks,7680,2019,0
Transfer Learning with PipNet: For Automated Visual Analysis of Piping Design,8470,2018,0
Temporal dynamics underlying sound discrimination in the human brain,8470,2018,0
Rapid detection of social interactions in the human brain,8470,2018,0
Familiarity Affects Early Perceptual Stages of Face Processing,8470,2018,0
Emergence of Topographical Correspondences between Deep Neural Network and Human Ventral Visual Cortex,8470,2018,0
Auditory letter-name processing elicits crossmodal representations in blind listeners,8470,2018,0
Music and the brain - design of an MEG compatible piano,8470,2017,0
Modularity gradients: Measuring the contribution of edges to the community structure of a brain network,8470,2013,1
Parametric distributions for assessing significance in modular partitions of brain networks,8470,2013,0
Multi-view network module detection,8470,2013,0
Phase synchrony in multivariate Gaussian data with applications to cortical networks,8470,2012,2
Assessing statistical significance when partitioning large-scale brain networks,8470,2012,4
Of the largest eigenvalue for modularity-based partitioning,8470,2012,1
Structural analysis of the cerebral cortex using blind source separation,8470,2011,0
Partitioning directed graphs based on modularity and information flow,8470,2011,5
Viability of sharing MEG data using minimum-norm imaging,8470,2011,0
Statistically optimal modular partitioning of directed graphs,8470,2010,2
Canonical correlation analysis applied to functional connectivity in MEG,8470,2010,4
Statistically optimal graph partition method based on modularity,8470,2010,4
Optimization of landmark selection for cortical surface registration,8470,2009,1
Generalized sidelobe canceller for magnetoencephalography arrays,8470,2009,0
Statistical group differences in anatomical shape analysis using Hotelling T2 metric,8470,2007,6
EXPLORING HUMAN VISUAL ATTENTION IN AN MEG STUDY OF A SPATIAL CUEING PARADIGM USING A NOVEL ANCOVA DESIGN,8470,2007,1
Imaging of oscillatory behavior in event-related MEG studies,8470,2005,3
Statistical surface-based morphometry using a non-parametric approach,8470,2004,7
Compression of Deep Neural Networks for Image Instance Retrieval,2375,2017,8
Nested Invariance Pooling and RBM Hashing for Image Instance Retrieval,2375,2017,3
Notice of Removal Invariant representation for blur and down-sampling transformations,2375,2016,0
A deep representation for invariance and music classification,2375,2014,12
Attention as a Bayesian inference process,2375,2011,0
HMDB: A large video database for human motion recognition,2375,2011,821
Hierarchical Learning Machines and Neuroscience of Visual Cortex,2375,2010,0
"Trainable, vision-based automated home cage behavioral phenotyping",2375,2010,3
Localized spectro-temporal cepstral analysis of speech,2375,2008,19
Neuroscience: New Insights for AI?,2375,2007,1
Biophysical Models of Neural Computation: Max and Tuning Circuits,2375,2007,6
A Biologically Inspired System for Action Recognition,2375,2007,414
AM-FM Demodulation of Spectrograms using Localized 2D Max-Gabor Analysis,2375,2007,7
Neuroscience: New Insights for AI?,2375,2006,0
Neuroscience: New Insights for AI?,2375,2006,2
A Multiview Face Identification Model With No Geometric Constraints,2375,2006,4
Neuroscience: New Insights for AI?,2375,2006,0
A Contour-Based Moving Object Detection and Tracking,2375,2005,58
Learning Features of Intermediate Complexity for the Recognition of Biological Motion,2375,2005,5
The Mathematics of Learning: Dealing with Data,2375,2005,6
Object Recognition with Features Inspired by Visual Cortex,2375,2005,347
Oriented filters for object recognition: an empirical study,2375,2004,17
Trainable videorealistic speech animation,2375,2004,23
Direction estimation of pedestrian from multiple still images,2375,2004,43
Nonparametric System identification of Stochastic Switched Linear Systems,23620,2019,1
Breast Tumor Cellularity Assessment Using Deep Neural Networks,23620,2019,0
Angiodysplasia Detection and Localization Using Deep Convolutional Neural Networks,23620,2018,6
Multi-armed bandits in multi-agent networks,23620,2017,4
Distributed estimation of dynamic parameters: Regret analysis,23620,2016,4
Information-theoretic analysis of stability and bias of learning algorithms,23620,2016,8
Finite-time analysis of the distributed detection problem,23620,2015,4
On Semi-Probabilistic universal prediction,23620,2013,0
Online Convex Programming and regularization in adaptive control,23620,2010,4
Information complexity of black-box convex optimization: A new look via feedback information theory,23620,2009,3
Beating the adaptive bandit with high probability,23620,2009,7
Game-theoretic timing analysis,23620,2008,8
Multitask Learning with Expert Advice,23620,2007,5
Online discovery of similarity mappings,23620,2007,1
Will the Crowd Game the Algorithm?: Using Layperson Judgments to Combat Misinformation on Social Media by Downranking Distrusted Sources,19025,2020,3
Fake News and Misinformation: Problems and Solutions,19025,2019,0
A computational framework for modelling inter-group behaviour using psychological theory,19025,2018,0
Stability and fracture of social groups,19025,2017,0
Mathematical models for social group behavior,19025,2017,0
"The Good, the Bad, and the Unflinchingly Selfish: Cooperative Decision-Making can be Predicted with high Accuracy when using only Three Behavioral Types",19025,2016,6
Invisible Inequality Leads to Punishing the Poor and Rewarding the Rich,19025,2016,3
Massively Parallel Model of Extended Memory Use in Evolutionary Game Dynamics,19025,2013,1
Modern Vision Science for Designers: Making Designs Clear at a Glance,1035,2019,0
Perceiving the Roadway in the Blink of an Eye-Rapid Perception of the Road Environment and Prediction of Events,1035,2017,1
Bridging text spotting and SLAM with junction features,1035,2015,6
What your visual system sees where you are not looking,1035,2011,11
What your design looks like to peripheral vision,1035,2010,3
Exploring features in a Bayesian framework for material recognition,1035,2010,90
An intuitive model of perceptual grouping for HCI design,1035,2009,9
Feature congestion: a measure of display clutter,1035,2005,87
VisualIDs: automatic distinctive icons for desktop interfaces,1035,2004,4
A Generative Model of People&#39;s Intuitive Theory of Emotions,4975,2018,1
Dynamic Functional Connectivity reveals Stages of Face Perception in Brain,7890,2020,0
Characterizing autonomic response to arousing visual-auditory multi-modal task in Autism Spectrum Disorder (ASD),7890,2019,1
Assessment of the Autonomic Response to Sensory Stimulation in Autism Spectrum Disorder,7890,2019,0
Towards perception awareness: Perceptual event detection for Brain computer interfaces,7890,2015,3
Sparse dictionary methods for EEG signal classification in face perception,7890,2010,1
Top down processing of faces in human brain: a behavioral study,7890,2009,0
Face Recognition by Humans: Nineteen Results All Computer Vision Researchers Should Know About,7890,2006,390
Project ExScal,7890,2005,8
Learning Stabilizable Dynamical Systems via Control Contraction Metrics,6965,2020,0
Dynamic Tube MPC for Nonlinear Systems,6965,2019,3
Robust Powered Descent with Control Contraction Metrics,6965,2018,1
Analytical SLAM Without Linearization,6965,2018,1
Unifying Robot Trajectory Tracking with Control Contraction Metrics,6965,2018,3
Particle observers for state estimation and adaptation in deterministic systems with random piecewise constant inputs,6965,2018,0
"The UNAV, a Wind-Powered UAV for Ocean Monitoring: Performance, Control and Validation",6965,2018,0
Robust Collision Avoidance via Sliding Control,6965,2018,0
Cooperative Adaptive Control for Cloud-Based Robotics,6965,2018,2
Dynamic Soaring in Finite-Thickness Wind Shears: an Asymptotic Solution,6965,2017,2
Robust online motion planning via contraction theory and convex optimization,6965,2017,32
"Control of a flexible, surface-piercing hydrofoil for high-speed, small-scale applications",6965,2017,0
Particle Observers for Contracting Dynamical Systems,6965,2017,1
Robotic manipulation of micro/nanoparticles using optical tweezers with velocity constraints and stochastic perturbations,6965,2015,7
Output-feedback control of nonlinear systems using control contraction metrics and convex optimization,6965,2014,10
Control Contraction Metrics and Universal Stabilizability,6965,2014,8
Large gain stability and adaptive expansion estimation in Extremum Seeking,6965,2013,0
"Transverse contraction criteria for existence, stability, and robustness of a limit cycle",6965,2013,5
A quorum sensing inspired algorithm for dynamic clustering,6965,2013,0
