Id,Name,PersonId,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount,TotalPatentCount,Gender,Accuracy_Gender,Total_Samples_Gender,Matched
1650,"ANGRIST, JOSHUA",4478,Economics,Professor,51,0,1,0,4,3257,17,0,male,100,35201,0
15075,"ATKIN, DAVID G",629713,Economics,Professor,16,0,0,0,2,305,0,0,male,99,380894,0
1640,"AUTOR, DAVID H",131945,Economics,Professor,73,0,1,0,12,6766,20,0,male,99,380894,0
24100,"BALBONI, CLARE A",1108291,Economics,Assistant,0,0,0,0,0,0,0,0,female,98,8889,0
4480,"BANERJEE, ABHIJIT",132352,Economics,Professor,102,0,6,0,9,6297,38,0,male,100,3960,0
19490,"BERAJA, MARTIN ALBERTO",827676,Economics,Assistant,6,0,0,0,0,51,0,0,male,99,213199,0
3500,"CABALLERO, RICARDO J",16278,Economics,Professor,73,0,3,0,10,2737,11,0,male,99,70541,0
1630,"CHERNOZHUKOV, VICTOR V",20338,Economics,Professor,111,0,6,0,7,4278,8,0,male,99,78043,0
8625,"COSTINOT, ARNAUD",175964,Economics,Professor,24,0,0,0,2,1471,2,0,male,98,25142,0
10525,"DONALDSON, DAVID JOHN",632119,Economics,Professor,15,0,0,0,5,964,0,0,male,99,600855,0
1635,"DUFLO, ESTHER",29770,Economics,Professor,109,0,7,0,18,12377,47,0,female,98,27258,0
7925,"ELLISON, GLENN DAVID",141014,Economics,Professor,31,0,1,0,7,1682,14,0,male,99,391684,0
7920,"ELLISON, SARA FISHER",544479,Economics,Other,9,0,0,0,2,581,7,0,female,96,155985,0
4350,"FINKELSTEIN, AMY",32612,Economics,Professor,87,0,9,0,13,5611,7,0,female,98,42632,0
16135,"FUDENBERG, DREW",34875,Economics,Professor,106,1,3,0,7,4697,13,0,male,96,8418,0
9280,"GIBBONS, ROBERT S",287812,Economics,Professor,27,0,0,0,9,1293,1,0,male,99,145540,0
2640,"GLENNERSTER, RACHEL",544481,Economics,Other,23,0,3,0,0,2077,8,0,female,98,41104,0
5140,"GRUBER, JONATHAN",41010,Economics,Professor,95,0,1,0,9,4234,32,0,male,99,84386,0
5635,"HARRIS, JEFFREY E",51694,Economics,Professor,32,0,0,0,2,587,2,0,male,100,19324,0
8075,"HOLMSTROM, BENGT",147430,Economics,Professor,7,0,1,0,8,411,40,0,male,98,1353,0
19495,"JAEGER, SIMON C",827677,Economics,Assistant,7,0,0,0,1,67,0,0,male,98,57458,0
8245,"MIKUSHEVA, ANNA",156485,Economics,Associate,18,0,1,0,3,298,0,0,female,98,184558,0
23960,"MORRIS, STEPHEN E",293928,Economics,Professor,127,0,1,0,7,3072,12,0,male,99,46085,0
3715,"NEWEY, WHITNEY K",83855,Economics,Professor,52,0,6,0,6,2153,23,0,female,95,4711,0
4485,"OLKEN, BENJAMIN",175961,Economics,Professor,51,0,4,0,3,3673,8,0,male,99,50718,0
8355,"PALTSEV, SERGEY",1108047,Economics,Other,87,3,1,0,1,2914,7,0,male,100,16316,0
1645,"PATHAK, PARAG",175960,Economics,Professor,55,0,0,0,10,3121,2,0,male,100,1964,0
8305,"PIORE, MICHAEL J",160630,Economics,Other,13,0,1,0,1,298,31,0,male,99,211492,0
8315,"POTERBA, JAMES MICHAEL",160940,Economics,Professor,65,0,0,0,15,1477,52,0,male,99,343620,0
2175,"ROSE, NANCY L",120488,Economics,Professor,5,0,1,0,5,200,8,0,female,98,35222,0
22970,"SALZ, TOBIAS",823301,Economics,Assistant,5,0,0,0,1,32,0,0,male,100,17675,0
15115,"SCHILBACH, FRANK",789739,Economics,Assistant,4,0,0,0,2,76,2,0,male,99,66241,0
10430,"SIMSEK, ALP",627135,Economics,Associate,22,0,0,0,5,570,1,0,male,97,6419,0
7740,"TOWNSEND, ROBERT",175965,Economics,Professor,66,2,0,0,7,1708,14,0,male,99,145540,0
7665,"WERNING, IVAN",128824,Economics,Professor,44,0,0,0,4,1236,4,0,male,99,80498,0
9930,"WILLIAMS, HEIDI L",488077,Economics,Associate,28,0,0,0,7,689,4,0,female,98,14491,0
14780,"WOLITZKY, ALEXANDER GREENBERG",525294,Economics,Associate,27,0,1,0,2,343,0,0,male,99,56241,0
7710,"YILDIZ, MUHAMET",130451,Economics,Professor,31,1,0,0,3,443,1,0,male,96,648,0
15175,"PIXTON, AARON C",789759,Mathematics,Assistant,19,1,0,0,1,105,1,0,male,100,13,0
5680,"ABELSON, HAROLD",105363,Electrical Engineering and Computer Sciences,Professor,9,13,9,0,3,398,9,0,male,99,1699,0
1015,"ABEYARATNE, ROHAN",552,Mechanical Engineering,Professor,19,2,4,0,2,557,1,0,male,95,370,1
20500,"GHANDI, ABBAS",836381,,,6,0,0,0,0,61,0,0,male,91,3886,0
19555,"ABBRUZZESE, GENEVIEVE",835972,,,12,0,0,0,0,217,0,0,male,96,10449,0
19560,"ABIR, MUHAMMAD",835973,,,7,1,0,0,0,26,0,0,male,99,77461,0
23885,"ALMAATOUQ, ABDULLAH",1084678,Management,Assistant,7,6,0,0,0,121,1,0,female,98,16439,0
23870,"RAM, ABHAY KUMAR",289038,Nuclear Science and Engineering,Other,40,14,5,0,0,535,1,0,male,98,18575,1
19575,"AL DUJAILI, ABDULLAH SHAMIL HASHIM",835985,,,6,16,0,0,0,72,0,0,female,98,1487,0
2530,"BERINSKY, ADAM",8842,Political Science,Professor,43,0,5,0,5,3696,16,0,male,98,2439,0
7430,"ALBRIGHT, ADAM",113505,Linguistics and Philosophy,Professor,5,0,0,0,0,63,11,0,male,100,137,0
7400,"ADALSTEINSSON, ELFAR",112328,Electrical Engineering and Computer Sciences,Professor,102,16,21,0,1,3785,1,13,male,97,22473,0
1200,"CHLIPALA, ADAM",488078,Electrical Engineering and Computer Sciences,Associate,23,39,10,0,8,872,2,0,male,99,21639,0
15240,"ADIB, FADEL",827650,Electrical Engineering and Computer Sciences,Assistant,9,20,7,0,4,1101,1,17,male,99,58501,1
15670,"ADAIKKAN, CHINNAKKARUPPAN",835976,,,14,0,0,0,0,639,0,6,male,88,416,0
15830,"ASHKENAZI, ADI",836018,,,539,0,0,0,0,18107,0,0,male,99,101742,0
19570,"ADLER, AMIR",835978,,,13,9,0,0,2,320,0,0,male,99,21035,0
6525,"KELNER, JONATHAN ADAM",150169,Mathematics,Professor,11,23,3,0,3,679,2,0,male,99,380894,0
9480,"VERDELHAN, ADRIEN FREDERIC",370169,Management,Associate,38,0,0,0,2,1697,1,0,male,99,210,0
15955,"ADAM, ELIE M",835977,,,1,2,0,0,1,13,0,0,male,99,87738,0
21165,"KRAFT, ADAM D",836634,,,1,0,0,0,0,357,0,0,male,99,2845,0
18390,"HOURLIER, ADRIEN C F",836487,,,43,2,0,0,0,787,0,0,male,99,3117,0
15370,"BELAY, ADAM M",827680,Electrical Engineering and Computer Sciences,Assistant,3,4,1,0,2,197,0,0,male,97,46296,0
20690,"HAQUE, AFTABUL",836448,,,10,0,0,0,0,275,0,0,male,96,31753,0
1130,"AGARWAL, ANANT",765,Electrical Engineering and Computer Sciences,Professor,25,41,12,0,6,2745,5,19,male,100,5725,1
1085,"AGARWAL, ANURADHA",432420,Materials Science and Engineering,Other,120,116,6,0,0,3211,0,22,male,98,26835,1
23930,"AGRAWAL, PULKIT",1108293,Electrical Engineering and Computer Sciences,Assistant,7,10,1,0,2,785,0,0,male,99,14847,0
8905,"RAYO FIERRO, AGUSTIN",176515,Linguistics and Philosophy,Professor,17,0,0,0,3,111,3,0,male,99,218863,0
24180,"AHMED, FAEZ",1108346,Mechanical Engineering,Assistant,13,15,0,0,0,188,0,0,male,99,67797,1
2990,"GHONIEM, AHMED F",39115,Mechanical Engineering,Professor,189,63,16,0,5,5119,3,3,male,99,131879,1
9885,"AIYAR, SANA",413077,History Section,Associate,6,0,0,0,0,26,2,0,male,99,380894,0
16005,"AITTALA, MIIKA",835979,,,10,5,0,0,0,328,0,0,male,99,131879,0
17190,"IOANNIDOU, AIKATERINI",836520,,,15,5,0,0,0,310,1,1,female,0,0,0
2080,"AKINWANDE, AKINTUNDE I",113445,Electrical Engineering and Computer Sciences,Professor,58,53,25,0,2,1123,2,16,female,97,2522,1
16110,"AKIYAMA, KAZUNORI",835983,,,62,6,1,0,1,2799,0,0,female,97,13361,0
20135,"DAVE, AKSHAY",836234,,,10,3,0,0,0,13,0,0,male,99,67797,0
1140,"AKYLAS, TRIANTAPHYLLOS R",1665,Mechanical Engineering,Professor,41,1,16,0,1,517,0,0,male,99,218863,1
2565,"ALEXANDER-KATZ, ALFREDO",176120,Materials Science and Engineering,Associate,114,1,4,0,2,3409,1,2,female,91,11,1
1125,"EDELMAN, ALAN",33041,Mathematics,Professor,39,25,32,0,10,1894,3,1,male,99,129177,0
5175,"GUTH, ALAN",41585,Physics,Professor,160,1,0,0,13,4925,10,0,female,58,728,1
2555,"MEGRETSKI, ALEXANDRE",156094,Electrical Engineering and Computer Sciences,Professor,22,37,9,0,1,617,4,2,female,98,10626,0
4965,"POSTNIKOV, ALEXANDER",93547,Mathematics,Professor,28,3,8,0,5,547,1,0,male,99,45729,0
8890,"BYRNE, ALEXANDER",176511,Linguistics and Philosophy,Professor,27,1,0,0,2,461,24,0,male,99,257742,0
9650,"ALEXANDRE, SANDY",412270,Literature Section,Associate,6,0,0,0,2,0,3,0,male,98,5160,0
9820,"BORODIN, ALEXEI",412355,Mathematics,Professor,95,1,4,0,11,1783,8,0,female,81,14894,0
9460,"BONATTI, ALESSANDRO",370160,Management,Associate,28,0,1,0,1,508,0,0,male,99,380894,0
7140,"ALLANORE, ANTOINE",544513,Materials Science and Engineering,Associate,59,7,8,0,0,613,15,5,female,96,13925,1
22960,"JACQUILLAT, ALEXANDRE",786101,Management,Assistant,21,0,0,0,2,117,0,0,male,99,1324,0
10285,"SAIZ, ALBERT",544595,Urban Studies and Planning,Associate,43,0,0,0,2,2610,6,0,male,99,131879,0
15025,"MADRY, ALEKSANDER",789744,Electrical Engineering and Computer Sciences,Associate,9,20,3,0,4,392,2,0,female,75,2534,0
19790,"BEYZAVI, ALI",836071,,,13,0,0,0,0,980,0,0,male,99,52554,0
20130,"DARNELL, ALICIA",836232,,,4,0,0,0,2,151,0,0,male,100,19324,0
19615,"ALMASHHADI, SUFANA",835995,,,5,0,0,0,0,91,0,0,male,93,447,0
18820,"KROL, ALEXANDRA",836637,,,6,0,0,0,0,114,0,0,male,99,59951,0
16405,"MUIR, ALEXANDER",836859,,,16,0,0,0,0,922,0,1,male,98,52754,0
18055,"PIERSON, ALYSSA",837000,,,5,12,0,0,0,106,0,3,male,99,30161,0
6585,"SEIDEL, PAUL ALFRED",164913,Mathematics,Professor,28,0,6,0,10,438,12,0,female,98,59047,0
1455,"PENTLAND, ALEX PAUL",115847,Institute for Data,Professor,153,103,18,0,7,11457,55,12,male,99,59149,1
1615,"SLOCUM, ALEXANDER H",123583,Mechanical Engineering,Professor,171,55,29,0,11,2706,2,33,male,100,8514,1
7765,"SAMAROV, ALEXANDER M",176504,Management,Other,6,0,4,0,1,185,2,0,female,97,9177,0
8940,"BERGER, ALAN M",176629,Urban Studies and Planning,Professor,6,0,0,0,1,36,9,0,male,99,145540,0
1265,"DEL ALAMO, JESUS A",25772,Electrical Engineering and Computer Sciences,Professor,135,91,9,0,7,5158,3,0,male,99,145542,1
9660,"BRINKEMA, EUGENIE ALEXANDRA",412273,Literature Section,Associate,15,0,0,0,0,26,12,0,female,96,4965,0
9785,"KIBEL, ALVIN C",412346,Literature Section,Other,1,0,0,0,2,0,0,0,male,99,67797,0
15255,"SONTAG, DAVID ALEXANDER",399362,Electrical Engineering and Computer Sciences,Associate,20,11,3,0,5,781,2,2,female,91,11741,0
3390,"TECHET, ALEXANDRA H",289491,Mechanical Engineering,Professor,30,6,19,0,2,1148,1,1,female,94,1220,0
10500,"NIELSEN, RICHARD ALEXANDER",627169,Political Science,Associate,11,0,0,0,1,460,3,0,male,99,30161,0
14970,"ALIZADEH ATTAR, MOHAMMADREZA",789742,Electrical Engineering and Computer Sciences,Associate,18,50,5,0,8,2577,0,0,male,99,51159,0
8455,"RODRIGUEZ GARCIA, ALBERTO",779111,Mechanical Engineering,Associate,23,51,2,0,3,1100,1,4,male,99,380894,1
20010,"CHASSANOFF, ALEXANDRA M",836170,,,6,3,0,0,0,17,0,0,male,84,1687,0
19960,"CARCAMO OYARCE, GERARDO ALEJANDRO",836145,,,11,1,0,0,0,587,1,0,male,100,6971,0
20450,"FRANK, JAMES ALLEN",836355,,,47,0,0,0,0,934,0,0,female,96,27559,0
18255,"FROGNER, CHARLES ALBERT",836360,,,1,1,0,0,0,93,0,0,male,98,139211,0
19600,"ALEGRIA, LOREN D",835991,,,6,0,0,0,0,221,0,0,female,98,99194,0
20885,"JAEGER, ALEXANDER M",836529,,,11,0,1,0,2,413,0,1,female,97,67491,0
16345,"LAU, ALLISON N",836659,,,27,3,1,0,2,1237,0,0,male,99,258815,0
19215,"NOBLE, ALLISON G",836911,,,36,0,0,0,0,967,0,0,male,98,150422,0
21630,"MALDONADO TRAPP, ALEJANDRA M",836782,,,6,2,0,0,0,25,0,0,male,100,23,0
21640,"MALEK, ALAN J",836783,,,0,1,0,0,0,0,0,0,male,94,659,0
17985,"URVOY, ALBAN JOSEPH",837291,,,8,0,0,0,0,234,0,0,male,99,4996,0
22925,"SICILIANO, CODY ALEXANDER",837161,,,34,0,1,0,2,435,0,0,male,98,52754,0
19865,"BORRELLA ALONSO DE LA TORRE, MARIA INMACULADA",836101,,,1,2,0,0,0,16,1,0,male,99,17404,0
1100,"AMARASINGHE, SAMAN P",1745,Electrical Engineering and Computer Sciences,Professor,31,65,17,0,3,2748,3,5,female,99,1046,0
9290,"GLASMEIER, AMY K",287825,Urban Studies and Planning,Professor,49,0,2,0,2,523,12,0,male,99,146529,0
23820,"HUBBARD, AMANDA E",288008,Physics,Other,149,18,6,0,1,4779,0,0,male,99,7800,1
5010,"WINTER, AMOS G",544530,Mechanical Engineering,Associate,38,66,11,0,3,318,0,16,male,99,179849,1
19670,"ARMIJO, AMANDA L",836015,,,9,0,0,0,0,265,0,0,male,99,218863,0
18160,"HUSSEY, AMANDA MARIE",836510,,,6,0,0,0,0,32,0,0,male,100,11430,0
17005,"KIRTANE, AMEYA RAJEEV",836614,,,33,0,0,0,0,606,0,2,male,99,40697,0
18185,"SUTTON, AMY K",837230,,,11,0,0,0,0,550,0,0,male,99,211492,0
22420,"RODRIGUEZ AMOR, DANIEL",837065,,,11,0,0,0,0,98,0,0,male,99,25605,0
22760,"WHIPPLE, AMANDA JOY",837354,,,15,0,0,0,2,1344,0,0,male,99,162109,0
4835,"ANNASWAMY, ANURADHA M",176136,Mechanical Engineering,Other,86,153,40,0,3,2464,6,6,male,76,124,1
23985,"ANGELUCCI, CHARLES ANTONIO",786740,Management,Assistant,10,0,0,0,0,32,0,0,male,99,21213,0
22210,"PAUL ANTONY, ANISH",836982,,,2,1,0,0,0,6,0,0,male,100,6,0
1815,"BUONASSISI, ANTHONY",135386,Mechanical Engineering,Professor,265,130,30,0,2,10508,2,6,male,99,11238,1
7185,"SCHOAR, ANTOINETTE",102712,Management,Professor,68,1,0,0,5,4078,16,0,male,99,145540,0
1040,"TORRALBA, ANTONIO",169255,Electrical Engineering and Computer Sciences,Professor,124,120,13,0,5,16788,18,4,male,98,20859,1
3365,"CAMPBELL, ANDREA",15331,Political Science,Professor,27,0,1,0,4,482,26,0,male,99,55041,0
1245,"ANAND, LALLIT",1934,Mechanical Engineering,Professor,64,7,13,0,4,3655,4,0,female,98,470,1
9965,"MALENKO, ANDREY",488090,Management,Associate,24,1,0,0,5,337,0,0,male,99,63161,0
2495,"KOUNINE, ANDREI",288357,,,32,3,0,0,0,3253,0,0,male,98,102810,0
4290,"POCHINSKY, ANDREW",288992,,,24,29,0,0,0,1087,0,0,male,98,24991,0
15170,"NEGUT, ANDREI",789758,Mathematics,Assistant,16,0,3,0,2,139,1,0,male,99,380894,0
23995,"SEVTSUK, ANDRES",805474,Urban Studies and Planning,Associate,8,0,0,0,0,473,6,1,male,99,150413,0
8200,"MOITRA, ANKUR",627159,Mathematics,Associate,16,30,2,0,8,734,1,0,male,99,82448,0
19180,"ANANTH, PRABHANJAN",836005,,,1,32,0,0,0,374,12,0,male,99,55041,0
14565,"ANTHONY, BRIAN",779056,Mechanical Engineering,Other,41,61,4,0,1,325,0,13,male,99,380894,1
14825,"ANDERSON, LARRY",779054,,,7,0,0,0,0,73,0,0,male,99,52132,0
14830,"BARLOW, ANDREW",779057,,,2,0,0,0,0,154,0,0,male,100,12,0
20225,"D'MELLO, ANILA",836267,,,17,0,0,0,0,365,0,0,male,99,20555,0
17615,"DITTMANN, ANTJE",836265,,,10,0,0,0,0,1732,0,0,male,95,388555,0
16155,"CANALES, ANDRES",836138,,,10,3,0,0,0,612,0,1,female,98,18923,0
22155,"PANDA, ANURAG",836955,,,12,1,0,0,0,220,0,0,male,99,57297,0
22565,"SELTZMAN, ANDREW",837129,,,11,7,0,0,0,59,0,0,male,99,257742,0
19245,"RICHTERS, ANDRE",837053,,,27,0,0,0,0,690,0,1,male,0,0,0
22250,"PODOSINNIKOVA, ANASTASIA",837003,,,1,1,0,0,0,4,1,0,female,99,7822,0
4280,"DEGRAFF, MICHEL ANNE-FREDERIC",28201,Linguistics and Philosophy,Professor,13,0,2,0,1,83,10,0,female,98,47275,0
2165,"KOCHAN, THOMAS ANTON",55939,Management,Professor,59,4,4,0,4,575,46,0,male,99,87062,0
4225,"LO, ANDREW W",62691,Institute for Data,Professor,167,1,2,0,14,5121,85,1,female,91,44680,0
3095,"HOSOI, ANETTE PEKO",50247,Mathematics,Professor,61,12,13,0,3,2073,2,7,male,100,43,1
6700,"LYNCH, NANCY ANN",95831,Electrical Engineering and Computer Sciences,Professor,39,88,30,0,10,1184,10,2,male,92,13011,0
6840,"PATERA, ANTHONY T",91373,Mechanical Engineering,Professor,61,6,18,0,1,3244,5,1,male,99,63411,1
8980,"HART, ANASTASIOS JOHN",250993,Mechanical Engineering,Associate,266,16,26,0,7,12232,0,63,male,98,9518,1
23880,"LIPPMAN, ANDREW B",176632,Media Arts and Sciences,Other,11,31,1,0,0,2910,0,8,male,99,85303,1
1110,"CHANDRAKASAN, ANANTHA P",19111,Electrical Engineering and Computer Sciences,Professor,134,203,11,0,8,11401,14,24,male,94,552,1
1470,"ANCONA, DEBORAH G",3709,Management,Professor,6,3,0,0,0,72,17,0,female,0,0,0
5520,"WHITE, ANNE E",412283,Nuclear Science and Engineering,Professor,128,8,10,0,2,3094,0,1,female,97,126965,1
9580,"MCCANTS, ANNE E. C",395019,History Section,Professor,42,0,0,0,1,85,7,0,male,99,257742,0
8230,"CELI, LEO ANTHONY G",630714,Institute for Medical Engineering and Science (IMES),Other,227,13,1,0,0,3733,4,0,female,99,811,0
19385,"LAWRIE, ANDREW W",827639,Mathematics,Assistant,21,0,2,0,1,142,0,0,female,97,20266,0
9825,"HOLTEN-ANDERSEN, NIELS",544514,Materials Science and Engineering,Associate,40,0,3,0,1,3558,0,4,male,0,0,1
2970,"MCAFEE, ANDREW P",544508,Management,Other,12,1,0,0,1,661,14,0,male,100,51412,0
10495,"BATESON, REGINA ANNE",627167,Political Science,Assistant,4,0,0,0,2,118,0,0,male,97,9688,0
10155,"SUTHERLAND, ANDREW VICTOR",544528,Mathematics,Other,39,4,2,0,1,339,0,0,male,100,2,0
10190,"FREBEL, ANNA L",544554,Physics,Associate,138,26,10,0,5,6216,7,0,male,99,23973,1
19825,"BLAKE, MICHAEL ANDREW",836081,,,16,0,0,0,0,690,4,0,male,99,219693,0
19725,"BANBURSKI, ANDRZEJ P",836041,,,8,1,0,0,0,56,0,0,male,0,0,0
17355,"BASTOS, ANDRE M",836050,,,18,2,1,0,1,2660,0,0,male,100,115,0
18960,"HESCHAM, SARAH-ANNA",836470,,,26,0,0,0,0,278,0,0,male,74,64166,0
19655,"ANDREASSEN, THORVALD F",836008,,,5,0,0,0,0,146,0,0,male,99,218863,0
15885,"JERGER, LOGAN ANDREW",836544,,,3,0,0,0,0,133,0,0,male,97,42796,0
15220,"SUTHERLAND, ANDREW GORDON",789780,Management,Associate,18,0,0,0,1,161,0,0,male,99,18136,0
23680,"PHILLIPS, BREN ANDREW",919225,Nuclear Science and Engineering,Other,9,2,2,0,0,119,0,2,male,99,30782,1
23665,"GILLESPY, ANDREW J",919222,Mechanical Engineering,Other,0,0,0,0,0,0,0,0,male,61,1651,0
15800,"MARINI, ANDREA CARLO",836792,,,885,0,0,0,0,29280,2,0,female,75,2534,0
24105,"ANDREAS, JACOB D",1108294,Electrical Engineering and Computer Sciences,Assistant,1,20,0,0,0,445,0,0,male,55,4734,0
21535,"PERALES MARTINEZ, IMPERIO ANEL",836991,,,11,0,0,0,0,100,0,1,male,50,4832,0
18950,"RAWAT, ANKIT SINGH",837041,,,11,32,0,0,0,837,0,0,female,53,3853,0
22310,"STRAUB, ANTHONY P",837214,,,20,0,0,0,0,1375,0,0,male,99,1034,0
21635,"SOLANO PALMA, PABLO ANDRES",837180,,,20,8,0,0,0,203,0,0,male,55,196345,0
24060,"GRANT, GLADSTONE ANTHONY",1107891,,,1,0,0,0,0,1,1,0,male,99,5798,0
23795,"COSTER, ANTHEA J",1108059,Physics,Other,124,17,14,0,1,2963,8,0,male,99,2615,1
23770,"NATARAJAN, ANAND VENKAT",1108342,Electrical Engineering and Computer Sciences,Assistant,7,10,0,0,0,26,0,0,female,97,247572,0
24200,"BERSTLER, SAMANTHA ANN",1284914,Linguistics and Philosophy,Assistant,1,0,0,0,0,4,0,0,male,80,5214,0
22605,"SHANKER, APOORV",837141,,,7,0,0,0,1,556,1,0,male,99,9324,0
21900,"MURTY, NAREDLA APURVA RATAN",836869,,,12,0,0,0,0,54,0,0,male,99,97659,0
9655,"BAHR, ARTHUR",412271,Literature Section,Associate,8,0,0,0,1,8,6,0,male,99,13662,0
23625,"ARTZI, NATALIE",630568,,,61,0,1,0,0,1670,0,10,male,99,1226,0
14600,"DANAGOULIAN, AREG",779069,Nuclear Science and Engineering,Assistant,23,2,3,0,1,218,0,0,male,99,1122,1
1150,"MITHAL, ARVIND",627138,Electrical Engineering and Computer Sciences,Professor,11,34,11,0,0,437,0,6,female,98,47275,0
17045,"BASU, ARIJIT",836051,,,48,0,0,0,0,682,0,0,male,99,55041,0
16720,"MOKHTARI, ARYAN",836844,,,16,30,0,0,0,378,0,0,male,67,4256,0
18790,"NARAYANAN, ARJUN",836886,,,16,0,0,0,0,864,0,0,female,61,6161,0
23510,"SATYANARAYAN, ARVIND",845324,Electrical Engineering and Computer Sciences,Assistant,9,13,2,0,6,427,0,0,male,99,97659,0
23970,"ARAVIND, ATHULYA",1092252,Linguistics and Philosophy,Assistant,7,0,1,0,0,16,1,0,female,98,13547,0
2180,"BARNETT, ARNOLD I",132540,Management,Professor,13,0,2,0,3,77,2,0,male,99,211492,0
1790,"SCHMIDT, MARTIN ARNOLD",121863,Electrical Engineering and Computer Sciences,Professor,205,32,9,0,1,8460,0,17,male,99,78043,0
1460,"ARAL, SINAN KAYHAN",3529,Management,Professor,47,3,1,0,5,6125,2,0,male,98,59,0
6985,"HARROW, ARAM W",410690,Physics,Associate,53,25,7,0,4,1889,3,1,male,73,4003,1
9390,"NIELL, ARTHUR E",288816,Physics,Other,5,3,10,0,0,1156,0,0,female,88,9730,0
1190,"SOLAR LEZAMA, ARMANDO",289378,Electrical Engineering and Computer Sciences,Associate,27,55,11,0,1,1565,5,0,female,99,21742,0
17980,"WHITE, ARIEL R",827648,Political Science,Assistant,11,0,0,0,2,233,0,0,male,99,67797,0
20355,"FAROOQ, MUHAMMAD ARSALAN",836327,,,12,1,0,0,0,34,18,0,male,97,7725,0
20445,"FRANCE-LANORD, ARTHUR",836354,,,21,5,0,0,0,149,2,1,male,99,55041,0
16825,"ARGUELLES DELGADO, CARLOS A",836013,,,100,5,0,0,1,4303,0,0,female,98,41180,0
17285,"ARTIM, STEPHEN C",836016,,,13,0,0,0,0,410,0,0,female,87,23,0
19755,"BEDOYA ARROYAVE, CARLOS F",836056,,,9,0,0,0,0,49,0,0,male,99,145540,0
14995,"ARCAYA, MARIANA CLAIR",789765,Urban Studies and Planning,Associate,51,0,1,0,1,613,2,0,male,99,2747,0
23925,"DUARTE DE ARAUJO SILVA, FABIO",1108314,Urban Studies and Planning,Other,63,9,0,0,0,358,10,0,male,99,121922,0
1315,"ASHOORI, RAYMOND",5233,Physics,Professor,21,1,13,0,5,2834,0,0,female,73,132,0
3345,"ASADA, HARUHIKO",131768,Mechanical Engineering,Professor,96,195,21,0,8,3103,12,55,male,99,21773,1
7730,"ASQUITH, PAUL",131823,Management,Professor,12,0,0,0,2,1258,4,0,male,99,55041,0
24145,"MAGAZINNIK, ASYA",1108313,Political Science,Other,3,0,0,0,0,9,0,0,female,98,48855,0
21665,"MARCO, ASAF",836791,,,12,0,0,0,0,195,0,0,female,81,162,0
23575,"GOPINATH, ASHWIN",1108323,Mechanical Engineering,Assistant,21,9,1,0,0,1313,0,0,male,100,49,1
2040,"OZDAGLAR, ASUMAN E",159339,Electrical Engineering and Computer Sciences,Professor,119,87,9,0,2,8566,6,3,female,0,0,1
16000,"HENRY, ASEGUN S",608744,Mechanical Engineering,Associate,65,8,7,0,4,2279,2,3,male,100,19324,1
10075,"ASHFORD, NICHOLAS A",544486,,,16,0,2,0,1,285,2,0,female,96,2000,0
16600,"BLANK, IDAN ASHER",836084,,,22,0,0,0,1,341,0,0,male,100,24286,0
21565,"M. JASOUR, ASHKAN",836762,,,4,16,0,0,0,65,0,0,female,99,44677,0
16995,"PATEL, ASHA K",836978,,,17,0,0,0,0,616,0,1,male,99,101742,0
10475,"ORPHANIDES, ATHANASIOS",627152,Management,Other,70,0,0,0,0,1463,18,0,female,99,107,0
23740,"OLIVA, AUDE",73950,Electrical Engineering and Computer Sciences,Other,188,30,10,0,8,11816,2,0,female,97,59540,1
18215,"THOMAZEAU, AURORE",837257,,,12,0,0,0,0,442,0,0,male,99,56237,0
8490,"AULET, WILLIAM",919219,Management,Other,0,0,0,0,1,0,1,0,male,97,68146,0
23910,"BOTTERUD, AUDUN",1108048,Electrical Engineering and Computer Sciences,Other,67,36,2,0,0,2348,4,0,male,99,118290,1
21405,"LIBSTER, AVRAHAM",836712,,,2,0,0,0,0,13,0,0,male,99,24073,0
15835,"SCHMIDT, AXEL WILLIAM",837112,,,280,4,0,0,0,7067,0,0,female,98,11294,0
21715,"MATSUSHIMA, AYANO",836803,,,10,0,0,0,0,30,0,0,male,99,257742,0
1665,"AZOULAY, PIERRE",4942,Management,Professor,34,2,0,0,1,1505,6,0,male,99,150396,0
15695,"AZZELLINO, GIOVANNI",836026,,,6,1,0,0,0,270,0,0,male,98,139211,0
2350,"BARZILAY, REGINA",7865,Electrical Engineering and Computer Sciences,Professor,57,47,19,0,6,1707,0,2,male,98,364,1
1560,"BALAKRISHNAN, HARI",4077,Electrical Engineering and Computer Sciences,Professor,38,96,15,0,10,12525,4,7,female,97,12522,1
3320,"BARBASTATHIS, GEORGE",132426,Mechanical Engineering,Professor,153,203,16,0,3,4038,3,19,female,98,30206,1
7515,"RAJAGOPAL, BALAKRISHNAN",118920,Urban Studies and Planning,Associate,9,0,0,0,1,88,19,0,female,98,22561,0
6015,"ZWIEBACH, BARTON",118773,Physics,Professor,38,2,0,0,1,2367,4,0,male,99,211492,0
3230,"BAGLIETTO, EMILIO",488101,Nuclear Science and Engineering,Associate,55,12,8,0,1,777,0,0,male,99,59149,1
23950,"WIXOM, BARBARA",282922,Management,Other,12,9,0,0,0,1965,13,0,male,98,56619,0
