,Id,Name,PersonId,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount,TotalPatentCount,Gender,Accuracy_Gender,Total_Samples_Gender,Matched,LastName,FirstName,Collaborations,Department_MITCollab
1548,8760,"ULLMAN, SHIMON",544457,Brain and Cognitive Sciences,Other,45,26,1,0,4,1848,5,0,male,98,359,1,,,8760|,Electrical Engineering and Computer Sciences
1549,8760,"ULLMAN, SHIMON",544457,Brain and Cognitive Sciences,Other,45,26,1,0,4,1848,5,0,male,98,359,1,,,8760|,Health Sciences and Technology
1550,8760,"ULLMAN, SHIMON",544457,Brain and Cognitive Sciences,Other,45,26,1,0,4,1848,5,0,male,98,359,1,,,8760|,Management
1551,8760,"ULLMAN, SHIMON",544457,Brain and Cognitive Sciences,Other,45,26,1,0,4,1848,5,0,male,98,359,1,,,8760|,Mechanical Engineering
1552,8760,"ULLMAN, SHIMON",544457,Brain and Cognitive Sciences,Other,45,26,1,0,4,1848,5,0,male,98,359,1,,,8760|,Physics
1553,23920,"WANG, FAN",170896,Brain and Cognitive Sciences,Professor,228,1,5,0,9,8457,0,0,male,63,1956,0,,,2845|2840|2825|,Brain and Cognitive Sciences
1554,23920,"WANG, FAN",170896,Brain and Cognitive Sciences,Professor,228,1,5,0,9,8457,0,0,male,63,1956,0,,,23920|,Electrical Engineering and Computer Sciences
1555,23920,"WANG, FAN",170896,Brain and Cognitive Sciences,Professor,228,1,5,0,9,8457,0,0,male,63,1956,0,,,23920|,Health Sciences and Technology
1556,23920,"WANG, FAN",170896,Brain and Cognitive Sciences,Professor,228,1,5,0,9,8457,0,0,male,63,1956,0,,,23920|,Management
1557,23920,"WANG, FAN",170896,Brain and Cognitive Sciences,Professor,228,1,5,0,9,8457,0,0,male,63,1956,0,,,23920|,Mechanical Engineering
1558,23920,"WANG, FAN",170896,Brain and Cognitive Sciences,Professor,228,1,5,0,9,8457,0,0,male,63,1956,0,,,23920|,Physics
1559,8755,"WICKERSHAM, IAN R",779134,Brain and Cognitive Sciences,Other,37,0,8,0,0,3270,4,0,male,99,34076,1,,,2805|2870|7675|2800|10400|2825|15095|2805|2815|3290|2825|,Brain and Cognitive Sciences
1560,8755,"WICKERSHAM, IAN R",779134,Brain and Cognitive Sciences,Other,37,0,8,0,0,3270,4,0,male,99,34076,1,,,8755|,Electrical Engineering and Computer Sciences
1561,8755,"WICKERSHAM, IAN R",779134,Brain and Cognitive Sciences,Other,37,0,8,0,0,3270,4,0,male,99,34076,1,,,8755|,Health Sciences and Technology
1562,8755,"WICKERSHAM, IAN R",779134,Brain and Cognitive Sciences,Other,37,0,8,0,0,3270,4,0,male,99,34076,1,,,8755|,Management
1563,8755,"WICKERSHAM, IAN R",779134,Brain and Cognitive Sciences,Other,37,0,8,0,0,3270,4,0,male,99,34076,1,,,8755|,Mechanical Engineering
1564,8755,"WICKERSHAM, IAN R",779134,Brain and Cognitive Sciences,Other,37,0,8,0,0,3270,4,0,male,99,34076,1,,,8755|,Physics
1565,8740,"XU, WEIFENG",289767,Brain and Cognitive Sciences,Assistant,43,0,2,0,1,2654,0,0,male,88,40,0,,,2845|2860|,Brain and Cognitive Sciences
1566,8740,"XU, WEIFENG",289767,Brain and Cognitive Sciences,Assistant,43,0,2,0,1,2654,0,0,male,88,40,0,,,8740|,Electrical Engineering and Computer Sciences
1567,8740,"XU, WEIFENG",289767,Brain and Cognitive Sciences,Assistant,43,0,2,0,1,2654,0,0,male,88,40,0,,,8740|,Health Sciences and Technology
1568,8740,"XU, WEIFENG",289767,Brain and Cognitive Sciences,Assistant,43,0,2,0,1,2654,0,0,male,88,40,0,,,8740|,Management
1569,8740,"XU, WEIFENG",289767,Brain and Cognitive Sciences,Assistant,43,0,2,0,1,2654,0,0,male,88,40,0,,,8740|,Mechanical Engineering
1570,8740,"XU, WEIFENG",289767,Brain and Cognitive Sciences,Assistant,43,0,2,0,1,2654,0,0,male,88,40,0,,,8740|,Physics
1571,2405,"ZHANG, FENG",488071,Brain and Cognitive Sciences,Professor,609,21,0,0,23,89346,0,153,male,81,1386,1,,,2825|2870|2815|3290|2800|2805|2825|,Brain and Cognitive Sciences
1572,2405,"ZHANG, FENG",488071,Brain and Cognitive Sciences,Professor,609,21,0,0,23,89346,0,153,male,81,1386,1,,,2825|2825|,Electrical Engineering and Computer Sciences
1573,2405,"ZHANG, FENG",488071,Brain and Cognitive Sciences,Professor,609,21,0,0,23,89346,0,153,male,81,1386,1,,,2825|2825|,Health Sciences and Technology
1574,2405,"ZHANG, FENG",488071,Brain and Cognitive Sciences,Professor,609,21,0,0,23,89346,0,153,male,81,1386,1,,,2825|2825|,Management
1575,2405,"ZHANG, FENG",488071,Brain and Cognitive Sciences,Professor,609,21,0,0,23,89346,0,153,male,81,1386,1,,,2825|2825|,Mechanical Engineering
1576,2405,"ZHANG, FENG",488071,Brain and Cognitive Sciences,Professor,609,21,0,0,23,89346,0,153,male,81,1386,1,,,2825|2825|,Physics
1577,2435,"ANDERSON, DANIEL GRIFFITH",412267,Chemical Engineering,Associate,527,3,10,0,1,36925,0,95,male,99,257820,1,,,1830|2245|2720|1380|1695|1875|1895|3530|1830|1695|2720|1830|1695|6655|1380|3530|,Chemical Engineering
1578,2435,"ANDERSON, DANIEL GRIFFITH",412267,Chemical Engineering,Associate,527,3,10,0,1,36925,0,95,male,99,257820,1,,,2435|,Electrical Engineering and Computer Sciences
1579,2435,"ANDERSON, DANIEL GRIFFITH",412267,Chemical Engineering,Associate,527,3,10,0,1,36925,0,95,male,99,257820,1,,,2435|,Health Sciences and Technology
1580,2435,"ANDERSON, DANIEL GRIFFITH",412267,Chemical Engineering,Associate,527,3,10,0,1,36925,0,95,male,99,257820,1,,,2435|,Management
1581,2435,"ANDERSON, DANIEL GRIFFITH",412267,Chemical Engineering,Associate,527,3,10,0,1,36925,0,95,male,99,257820,1,,,2435|,Mechanical Engineering
1582,2435,"ANDERSON, DANIEL GRIFFITH",412267,Chemical Engineering,Associate,527,3,10,0,1,36925,0,95,male,99,257820,1,,,2435|,Physics
1583,1390,"ARMSTRONG, ROBERT C",2717,Chemical Engineering,Professor,27,0,8,0,6,2687,0,0,male,99,145540,1,,,1360|1360|1380|,Chemical Engineering
1584,1390,"ARMSTRONG, ROBERT C",2717,Chemical Engineering,Professor,27,0,8,0,6,2687,0,0,male,99,145540,1,,,1390|,Electrical Engineering and Computer Sciences
1585,1390,"ARMSTRONG, ROBERT C",2717,Chemical Engineering,Professor,27,0,8,0,6,2687,0,0,male,99,145540,1,,,1390|,Health Sciences and Technology
1586,1390,"ARMSTRONG, ROBERT C",2717,Chemical Engineering,Professor,27,0,8,0,6,2687,0,0,male,99,145540,1,,,1390|,Management
1587,1390,"ARMSTRONG, ROBERT C",2717,Chemical Engineering,Professor,27,0,8,0,6,2687,0,0,male,99,145540,1,,,1390|,Mechanical Engineering
1588,1390,"ARMSTRONG, ROBERT C",2717,Chemical Engineering,Professor,27,0,8,0,6,2687,0,0,male,99,145540,1,,,1390|,Physics
1589,5475,"BARTON, PAUL I",132682,Chemical Engineering,Professor,166,23,9,0,4,4381,5,1,male,99,140849,1,,,2335|5480|5490|2330|1885|1695|1695|5490|,Chemical Engineering
1590,5475,"BARTON, PAUL I",132682,Chemical Engineering,Professor,166,23,9,0,4,4381,5,1,male,99,140849,1,,,5475|,Electrical Engineering and Computer Sciences
1591,5475,"BARTON, PAUL I",132682,Chemical Engineering,Professor,166,23,9,0,4,4381,5,1,male,99,140849,1,,,5475|,Health Sciences and Technology
1592,5475,"BARTON, PAUL I",132682,Chemical Engineering,Professor,166,23,9,0,4,4381,5,1,male,99,140849,1,,,5475|,Management
1593,5475,"BARTON, PAUL I",132682,Chemical Engineering,Professor,166,23,9,0,4,4381,5,1,male,99,140849,1,,,5475|,Mechanical Engineering
1594,5475,"BARTON, PAUL I",132682,Chemical Engineering,Professor,166,23,9,0,4,4381,5,1,male,99,140849,1,,,5475|,Physics
1595,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,2335|7585|2720|2415|1885|1380|1915|1380|1915|2720|,Chemical Engineering
1596,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,5425|,Electrical Engineering and Computer Sciences
1597,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,5425|,Health Sciences and Technology
1598,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,5425|,Management
1599,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,5425|,Mechanical Engineering
1600,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,3370|,Mathematics
1601,5425,"BAZANT, MARTIN Z",412297,Chemical Engineering,Professor,229,7,8,0,2,13881,3,4,male,98,139211,1,,,5425|,Physics
1602,2720,"BLANKSCHTEIN, EDMUNDO D",287136,Chemical Engineering,Professor,108,4,2,0,0,4610,1,5,male,99,1192,0,,,1830|1380|2415|2435|5425|2250|10410|6135|1915|1830|2435|1830|1380|1915|5425|,Chemical Engineering
1603,2720,"BLANKSCHTEIN, EDMUNDO D",287136,Chemical Engineering,Professor,108,4,2,0,0,4610,1,5,male,99,1192,0,,,2720|,Electrical Engineering and Computer Sciences
1604,2720,"BLANKSCHTEIN, EDMUNDO D",287136,Chemical Engineering,Professor,108,4,2,0,0,4610,1,5,male,99,1192,0,,,2720|,Health Sciences and Technology
1605,2720,"BLANKSCHTEIN, EDMUNDO D",287136,Chemical Engineering,Professor,108,4,2,0,0,4610,1,5,male,99,1192,0,,,2720|,Management
1606,2720,"BLANKSCHTEIN, EDMUNDO D",287136,Chemical Engineering,Professor,108,4,2,0,0,4610,1,5,male,99,1192,0,,,2720|,Mechanical Engineering
1607,2720,"BLANKSCHTEIN, EDMUNDO D",287136,Chemical Engineering,Professor,108,4,2,0,0,4610,1,5,male,99,1192,0,,,2720|,Physics
1608,2335,"BRAATZ, RICHARD D",412328,Chemical Engineering,Professor,293,103,4,0,12,7283,14,4,male,99,97659,0,,,5475|5425|1380|1885|5585|1695|2415|1360|1875|5585|1380|5585|2330|1695|1360|1885|,Chemical Engineering
1609,2335,"BRAATZ, RICHARD D",412328,Chemical Engineering,Professor,293,103,4,0,12,7283,14,4,male,99,97659,0,,,2335|,Electrical Engineering and Computer Sciences
1610,2335,"BRAATZ, RICHARD D",412328,Chemical Engineering,Professor,293,103,4,0,12,7283,14,4,male,99,97659,0,,,2335|,Health Sciences and Technology
1611,2335,"BRAATZ, RICHARD D",412328,Chemical Engineering,Professor,293,103,4,0,12,7283,14,4,male,99,97659,0,,,2335|,Management
1612,2335,"BRAATZ, RICHARD D",412328,Chemical Engineering,Professor,293,103,4,0,12,7283,14,4,male,99,97659,0,,,2335|,Mechanical Engineering
1613,2335,"BRAATZ, RICHARD D",412328,Chemical Engineering,Professor,293,103,4,0,12,7283,14,4,male,99,97659,0,,,2335|,Physics
1614,7585,"BRUSHETT, FIKILE R",544458,Chemical Engineering,Associate,98,3,11,0,5,2991,4,9,female,80,272,0,,,8000|5425|3030|6135|,Chemical Engineering
1615,7585,"BRUSHETT, FIKILE R",544458,Chemical Engineering,Associate,98,3,11,0,5,2991,4,9,female,80,272,0,,,7585|,Electrical Engineering and Computer Sciences
1616,7585,"BRUSHETT, FIKILE R",544458,Chemical Engineering,Associate,98,3,11,0,5,2991,4,9,female,80,272,0,,,7585|,Health Sciences and Technology
1617,7585,"BRUSHETT, FIKILE R",544458,Chemical Engineering,Associate,98,3,11,0,5,2991,4,9,female,80,272,0,,,7585|,Management
1618,7585,"BRUSHETT, FIKILE R",544458,Chemical Engineering,Associate,98,3,11,0,5,2991,4,9,female,80,272,0,,,7585|,Mechanical Engineering
1619,7585,"BRUSHETT, FIKILE R",544458,Chemical Engineering,Associate,98,3,11,0,5,2991,4,9,female,80,272,0,,,7585|,Physics
1620,3225,"COHEN, ROBERT E",21240,Chemical Engineering,Other,171,3,0,0,8,23007,0,18,male,99,145540,1,,,1875|1360|3030|,Chemical Engineering
1621,3225,"COHEN, ROBERT E",21240,Chemical Engineering,Other,171,3,0,0,8,23007,0,18,male,99,145540,1,,,15915|,Electrical Engineering and Computer Sciences
1622,3225,"COHEN, ROBERT E",21240,Chemical Engineering,Other,171,3,0,0,8,23007,0,18,male,99,145540,1,,,15915|,Health Sciences and Technology
1623,3225,"COHEN, ROBERT E",21240,Chemical Engineering,Other,171,3,0,0,8,23007,0,18,male,99,145540,1,,,15915|,Management
1624,3225,"COHEN, ROBERT E",21240,Chemical Engineering,Other,171,3,0,0,8,23007,0,18,male,99,145540,1,,,15915|,Mechanical Engineering
1625,3225,"COHEN, ROBERT E",21240,Chemical Engineering,Other,171,3,0,0,8,23007,0,18,male,99,145540,1,,,15915|,Physics
1626,23705,"COLEY, CONNOR WILSON",1092832,Chemical Engineering,Assistant,40,1,0,0,0,1084,0,2,male,99,24600,0,,,1695|2330|2615|1695|,Chemical Engineering
1627,23705,"COLEY, CONNOR WILSON",1092832,Chemical Engineering,Assistant,40,1,0,0,0,1084,0,2,male,99,24600,0,,,23705|,Electrical Engineering and Computer Sciences
1628,23705,"COLEY, CONNOR WILSON",1092832,Chemical Engineering,Assistant,40,1,0,0,0,1084,0,2,male,99,24600,0,,,23705|,Health Sciences and Technology
1629,23705,"COLEY, CONNOR WILSON",1092832,Chemical Engineering,Assistant,40,1,0,0,0,1084,0,2,male,99,24600,0,,,23705|,Management
1630,23705,"COLEY, CONNOR WILSON",1092832,Chemical Engineering,Assistant,40,1,0,0,0,1084,0,2,male,99,24600,0,,,23705|,Mechanical Engineering
1631,23705,"COLEY, CONNOR WILSON",1092832,Chemical Engineering,Assistant,40,1,0,0,0,1084,0,2,male,99,24600,0,,,23705|,Physics
1632,6655,"COLTON, CLARK K",137689,Chemical Engineering,Professor,40,3,15,0,6,1795,1,9,male,96,2588,1,,,3030|2435|1830|,Chemical Engineering
1633,6655,"COLTON, CLARK K",137689,Chemical Engineering,Professor,40,3,15,0,6,1795,1,9,male,96,2588,1,,,6655|,Electrical Engineering and Computer Sciences
1634,6655,"COLTON, CLARK K",137689,Chemical Engineering,Professor,40,3,15,0,6,1795,1,9,male,96,2588,1,,,6655|,Health Sciences and Technology
1635,6655,"COLTON, CLARK K",137689,Chemical Engineering,Professor,40,3,15,0,6,1795,1,9,male,96,2588,1,,,6655|,Management
1636,6655,"COLTON, CLARK K",137689,Chemical Engineering,Professor,40,3,15,0,6,1795,1,9,male,96,2588,1,,,6655|,Mechanical Engineering
1637,6655,"COLTON, CLARK K",137689,Chemical Engineering,Professor,40,3,15,0,6,1795,1,9,male,96,2588,1,,,6655|,Physics
1638,2250,"DOYLE, PATRICK S",29241,Chemical Engineering,Professor,243,12,13,0,2,11063,0,15,male,99,118290,1,,,2415|1885|3030|2720|1875|10410|1380|1885|2415|2415|2260|2245|10410|,Chemical Engineering
1639,2250,"DOYLE, PATRICK S",29241,Chemical Engineering,Professor,243,12,13,0,2,11063,0,15,male,99,118290,1,,,2245|,Electrical Engineering and Computer Sciences
1640,2250,"DOYLE, PATRICK S",29241,Chemical Engineering,Professor,243,12,13,0,2,11063,0,15,male,99,118290,1,,,2245|,Health Sciences and Technology
1641,2250,"DOYLE, PATRICK S",29241,Chemical Engineering,Professor,243,12,13,0,2,11063,0,15,male,99,118290,1,,,2245|,Management
1642,2250,"DOYLE, PATRICK S",29241,Chemical Engineering,Professor,243,12,13,0,2,11063,0,15,male,99,118290,1,,,2245|,Mechanical Engineering
1643,2250,"DOYLE, PATRICK S",29241,Chemical Engineering,Professor,243,12,13,0,2,11063,0,15,male,99,118290,1,,,2245|,Physics
1644,23590,"FURST, ARIEL L",1108321,Chemical Engineering,Assistant,27,0,1,0,1,339,1,1,male,74,11496,1,,,1380|,Chemical Engineering
1645,23590,"FURST, ARIEL L",1108321,Chemical Engineering,Assistant,27,0,1,0,1,339,1,1,male,74,11496,1,,,23590|,Electrical Engineering and Computer Sciences
1646,23590,"FURST, ARIEL L",1108321,Chemical Engineering,Assistant,27,0,1,0,1,339,1,1,male,74,11496,1,,,23590|,Health Sciences and Technology
1647,23590,"FURST, ARIEL L",1108321,Chemical Engineering,Assistant,27,0,1,0,1,339,1,1,male,74,11496,1,,,23590|,Management
1648,23590,"FURST, ARIEL L",1108321,Chemical Engineering,Assistant,27,0,1,0,1,339,1,1,male,74,11496,1,,,23590|,Mechanical Engineering
1649,23590,"FURST, ARIEL L",1108321,Chemical Engineering,Assistant,27,0,1,0,1,339,1,1,male,74,11496,1,,,23590|,Physics
1650,23605,"GALLOWAY, KATE E",1108322,Chemical Engineering,Assistant,6,0,0,0,0,112,2,1,female,98,27239,1,,,23605|,Chemical Engineering
1651,23605,"GALLOWAY, KATE E",1108322,Chemical Engineering,Assistant,6,0,0,0,0,112,2,1,female,98,27239,1,,,23605|,Electrical Engineering and Computer Sciences
1652,23605,"GALLOWAY, KATE E",1108322,Chemical Engineering,Assistant,6,0,0,0,0,112,2,1,female,98,27239,1,,,23605|,Health Sciences and Technology
1653,23605,"GALLOWAY, KATE E",1108322,Chemical Engineering,Assistant,6,0,0,0,0,112,2,1,female,98,27239,1,,,23605|,Management
1654,23605,"GALLOWAY, KATE E",1108322,Chemical Engineering,Assistant,6,0,0,0,0,112,2,1,female,98,27239,1,,,23605|,Mechanical Engineering
1655,23605,"GALLOWAY, KATE E",1108322,Chemical Engineering,Assistant,6,0,0,0,0,112,2,1,female,98,27239,1,,,23605|,Physics
1656,3030,"GLEASON, KAREN K",39925,Chemical Engineering,Professor,289,7,19,0,9,10779,6,34,female,96,51469,1,,,2415|2615|1380|1875|2250|7585|1830|1360|3225|1695|2415|6655|,Chemical Engineering
1657,3030,"GLEASON, KAREN K",39925,Chemical Engineering,Professor,289,7,19,0,9,10779,6,34,female,96,51469,1,,,3030|,Electrical Engineering and Computer Sciences
1658,3030,"GLEASON, KAREN K",39925,Chemical Engineering,Professor,289,7,19,0,9,10779,6,34,female,96,51469,1,,,3030|,Health Sciences and Technology
1659,3030,"GLEASON, KAREN K",39925,Chemical Engineering,Professor,289,7,19,0,9,10779,6,34,female,96,51469,1,,,3030|,Management
1660,3030,"GLEASON, KAREN K",39925,Chemical Engineering,Professor,289,7,19,0,9,10779,6,34,female,96,51469,1,,,3030|,Mechanical Engineering
1661,3030,"GLEASON, KAREN K",39925,Chemical Engineering,Professor,289,7,19,0,9,10779,6,34,female,96,51469,1,,,3030|,Physics
1662,2330,"GREEN, WILLIAM H",144767,Chemical Engineering,Professor,209,20,22,0,3,5927,0,3,male,99,67797,1,,,23705|1695|5475|2415|8000|2335|1695|,Chemical Engineering
1663,2330,"GREEN, WILLIAM H",144767,Chemical Engineering,Professor,209,20,22,0,3,5927,0,3,male,99,67797,1,,,2330|,Electrical Engineering and Computer Sciences
1664,2330,"GREEN, WILLIAM H",144767,Chemical Engineering,Professor,209,20,22,0,3,5927,0,3,male,99,67797,1,,,2330|,Health Sciences and Technology
1665,2330,"GREEN, WILLIAM H",144767,Chemical Engineering,Professor,209,20,22,0,3,5927,0,3,male,99,67797,1,,,2330|,Management
1666,2330,"GREEN, WILLIAM H",144767,Chemical Engineering,Professor,209,20,22,0,3,5927,0,3,male,99,67797,1,,,2330|,Mechanical Engineering
1667,2330,"GREEN, WILLIAM H",144767,Chemical Engineering,Professor,209,20,22,0,3,5927,0,3,male,99,67797,1,,,2330|,Physics
1668,1875,"HAMMOND, PAULA T",145732,Chemical Engineering,Professor,373,5,28,0,22,24174,5,30,female,98,51503,1,,,3030|3225|1360|5585|2615|2335|2435|1830|1850|1895|1380|5480|2415|2250|1360|1830|2260|1360|2245|2615|1380|5585|1895|,Chemical Engineering
1669,1875,"HAMMOND, PAULA T",145732,Chemical Engineering,Professor,373,5,28,0,22,24174,5,30,female,98,51503,1,,,23310|2415|,Electrical Engineering and Computer Sciences
1670,1875,"HAMMOND, PAULA T",145732,Chemical Engineering,Professor,373,5,28,0,22,24174,5,30,female,98,51503,1,,,23310|2415|,Health Sciences and Technology
1671,1875,"HAMMOND, PAULA T",145732,Chemical Engineering,Professor,373,5,28,0,22,24174,5,30,female,98,51503,1,,,23310|2415|,Management
1672,1875,"HAMMOND, PAULA T",145732,Chemical Engineering,Professor,373,5,28,0,22,24174,5,30,female,98,51503,1,,,23310|2415|,Mechanical Engineering
1673,1875,"HAMMOND, PAULA T",145732,Chemical Engineering,Professor,373,5,28,0,22,24174,5,30,female,98,51503,1,,,23310|2415|,Physics
1674,2415,"HATTON, TREVOR ALAN",46018,Chemical Engineering,Professor,279,0,18,0,1,11594,2,42,male,99,54995,1,,,1360|2250|2720|6135|3030|1885|2330|1915|7650|5425|2615|2335|1695|1875|1360|1885|2250|3030|7650|2250|,Chemical Engineering
1675,2415,"HATTON, TREVOR ALAN",46018,Chemical Engineering,Professor,279,0,18,0,1,11594,2,42,male,99,54995,1,,,2415|,Electrical Engineering and Computer Sciences
1676,2415,"HATTON, TREVOR ALAN",46018,Chemical Engineering,Professor,279,0,18,0,1,11594,2,42,male,99,54995,1,,,2415|,Health Sciences and Technology
1677,2415,"HATTON, TREVOR ALAN",46018,Chemical Engineering,Professor,279,0,18,0,1,11594,2,42,male,99,54995,1,,,2415|,Management
1678,2415,"HATTON, TREVOR ALAN",46018,Chemical Engineering,Professor,279,0,18,0,1,11594,2,42,male,99,54995,1,,,2415|,Mechanical Engineering
1679,2415,"HATTON, TREVOR ALAN",46018,Chemical Engineering,Professor,279,0,18,0,1,11594,2,42,male,99,54995,1,,,2415|,Physics
1680,7650,"HERZOG, HOWARD J",1108040,Chemical Engineering,Other,54,4,14,0,0,2442,3,2,male,99,4996,1,,,2415|2415|1885|,Chemical Engineering
1681,7650,"HERZOG, HOWARD J",1108040,Chemical Engineering,Other,54,4,14,0,0,2442,3,2,male,99,4996,1,,,7650|,Electrical Engineering and Computer Sciences
1682,7650,"HERZOG, HOWARD J",1108040,Chemical Engineering,Other,54,4,14,0,0,2442,3,2,male,99,4996,1,,,7650|,Health Sciences and Technology
1683,7650,"HERZOG, HOWARD J",1108040,Chemical Engineering,Other,54,4,14,0,0,2442,3,2,male,99,4996,1,,,7650|,Management
1684,7650,"HERZOG, HOWARD J",1108040,Chemical Engineering,Other,54,4,14,0,0,2442,3,2,male,99,4996,1,,,7650|,Mechanical Engineering
1685,7650,"HERZOG, HOWARD J",1108040,Chemical Engineering,Other,54,4,14,0,0,2442,3,2,male,99,4996,1,,,7650|,Physics
1686,1695,"JENSEN, KLAVS F",54951,Chemical Engineering,Professor,293,5,30,0,15,19660,6,57,male,100,46,1,,,23705|1830|2330|5475|2335|3030|2435|1885|2415|2245|2615|9610|1915|5585|1830|2435|5585|23705|5475|1830|2435|1915|2335|2330|1885|2615|,Chemical Engineering
1687,1695,"JENSEN, KLAVS F",54951,Chemical Engineering,Professor,293,5,30,0,15,19660,6,57,male,100,46,1,,,6040|16460|15120|,Electrical Engineering and Computer Sciences
1688,1695,"JENSEN, KLAVS F",54951,Chemical Engineering,Professor,293,5,30,0,15,19660,6,57,male,100,46,1,,,6040|16460|15120|,Health Sciences and Technology
1689,1695,"JENSEN, KLAVS F",54951,Chemical Engineering,Professor,293,5,30,0,15,19660,6,57,male,100,46,1,,,6040|16460|15120|,Management
1690,1695,"JENSEN, KLAVS F",54951,Chemical Engineering,Professor,293,5,30,0,15,19660,6,57,male,100,46,1,,,6040|16460|15120|,Mechanical Engineering
1691,1695,"JENSEN, KLAVS F",54951,Chemical Engineering,Professor,293,5,30,0,15,19660,6,57,male,100,46,1,,,6040|16460|15120|,Physics
1692,1915,"KULIK, HEATHER JANINE",627128,Chemical Engineering,Associate,85,1,8,0,8,2207,2,0,female,99,35320,1,,,2415|1695|1380|2720|5425|2860|1695|1380|2720|5425|,Chemical Engineering
1693,1915,"KULIK, HEATHER JANINE",627128,Chemical Engineering,Associate,85,1,8,0,8,2207,2,0,female,99,35320,1,,,16000|,Electrical Engineering and Computer Sciences
1694,1915,"KULIK, HEATHER JANINE",627128,Chemical Engineering,Associate,85,1,8,0,8,2207,2,0,female,99,35320,1,,,16000|,Health Sciences and Technology
1695,1915,"KULIK, HEATHER JANINE",627128,Chemical Engineering,Associate,85,1,8,0,8,2207,2,0,female,99,35320,1,,,16000|,Management
1696,1915,"KULIK, HEATHER JANINE",627128,Chemical Engineering,Associate,85,1,8,0,8,2207,2,0,female,99,35320,1,,,16000|,Mechanical Engineering
1697,1915,"KULIK, HEATHER JANINE",627128,Chemical Engineering,Associate,85,1,8,0,8,2207,2,0,female,99,35320,1,,,16000|,Physics
1698,5585,"LOVE, JOHN C",63580,Chemical Engineering,Professor,184,2,32,0,6,13732,4,44,male,99,218863,1,,,1895|2335|2245|1380|1875|1830|1695|2335|1830|1695|2245|2335|1380|1895|1875|,Chemical Engineering
1699,5585,"LOVE, JOHN C",63580,Chemical Engineering,Professor,184,2,32,0,6,13732,4,44,male,99,218863,1,,,3655|20140|3655|3360|,Electrical Engineering and Computer Sciences
1700,5585,"LOVE, JOHN C",63580,Chemical Engineering,Professor,184,2,32,0,6,13732,4,44,male,99,218863,1,,,3655|20140|3655|3360|,Health Sciences and Technology
1701,5585,"LOVE, JOHN C",63580,Chemical Engineering,Professor,184,2,32,0,6,13732,4,44,male,99,218863,1,,,3655|20140|3655|3360|,Management
1702,5585,"LOVE, JOHN C",63580,Chemical Engineering,Professor,184,2,32,0,6,13732,4,44,male,99,218863,1,,,3655|20140|3655|3360|,Mechanical Engineering
1703,5585,"LOVE, JOHN C",63580,Chemical Engineering,Professor,184,2,32,0,6,13732,4,44,male,99,218863,1,,,3655|20140|3655|3360|,Physics
1704,15305,"MANTHIRAM, KARTHISH",827667,Chemical Engineering,Assistant,33,1,5,0,6,1356,0,1,male,0,0,1,,,15305|,Chemical Engineering
1705,15305,"MANTHIRAM, KARTHISH",827667,Chemical Engineering,Assistant,33,1,5,0,6,1356,0,1,male,0,0,1,,,15305|,Electrical Engineering and Computer Sciences
1706,15305,"MANTHIRAM, KARTHISH",827667,Chemical Engineering,Assistant,33,1,5,0,6,1356,0,1,male,0,0,1,,,15305|,Health Sciences and Technology
1707,15305,"MANTHIRAM, KARTHISH",827667,Chemical Engineering,Assistant,33,1,5,0,6,1356,0,1,male,0,0,1,,,15305|,Management
1708,15305,"MANTHIRAM, KARTHISH",827667,Chemical Engineering,Assistant,33,1,5,0,6,1356,0,1,male,0,0,1,,,15305|,Mechanical Engineering
1709,15305,"MANTHIRAM, KARTHISH",827667,Chemical Engineering,Assistant,33,1,5,0,6,1356,0,1,male,0,0,1,,,15305|,Physics
1710,2615,"OLSEN, BRADLEY D",412248,Chemical Engineering,Associate,144,0,17,0,10,3996,4,8,male,99,6719,1,,,3030|23705|10410|2260|1875|1380|1695|2415|5480|5490|9610|9610|1380|1875|1360|1695|,Chemical Engineering
1711,2615,"OLSEN, BRADLEY D",412248,Chemical Engineering,Associate,144,0,17,0,10,3996,4,8,male,99,6719,1,,,2615|,Electrical Engineering and Computer Sciences
1712,2615,"OLSEN, BRADLEY D",412248,Chemical Engineering,Associate,144,0,17,0,10,3996,4,8,male,99,6719,1,,,2615|,Health Sciences and Technology
1713,2615,"OLSEN, BRADLEY D",412248,Chemical Engineering,Associate,144,0,17,0,10,3996,4,8,male,99,6719,1,,,2615|,Management
